t_s,Fx_left,Fy_left,Fz_left,Fx_right,Fy_right,Fz_right
0.00189963099999968,-0.176300004124641,0.26230001449585,3.89499998092651,0.567600011825562,0.26230001449585,1.69600009918213
0.0119015719999997,-0.215000003576279,0.313900023698807,4.25580024719238,0.653600037097931,0.275200009346008,2.01600003242493
0.0218943989999998,-0.361200004816055,0.322500020265579,4.60839986801147,0.696600019931793,0.253700017929077,2.35199999809265
0.0318946909999998,-0.412800014019012,0.348300009965897,5.0019998550415,0.683700025081635,0.253700017929077,2.60000014305115
0.0418927769999997,-0.507400035858154,0.352600008249283,5.37099981307983,0.649300038814545,0.232200011610985,2.88800024986267
0.051851536,-0.58050000667572,0.374099999666214,5.7564001083374,0.657900035381317,0.253700017929077,3.16000008583069
0.0618944889999997,-0.636400043964386,0.408500015735626,6.14179992675781,0.696600019931793,0.240800008177757,3.29600024223328
0.0718954949999997,-0.765400052070618,0.374099999666214,6.46159982681274,0.726700007915497,0.232200011610985,3.41600012779236
0.0819014519999999,-0.804100036621094,0.356900006532669,6.79780006408691,0.769700050354004,0.253700017929077,3.56000018119812
0.0918935749999998,-0.890100002288818,0.382700026035309,7.12580013275146,0.795500040054321,0.296700000762939,3.69600009918213
0.101899841,-0.937400043010712,0.352600008249283,7.41279983520508,0.829900026321411,0.296700000762939,3.80000019073486
0.111891099,-0.980400025844574,0.335400015115738,7.69980001449585,0.898700058460236,0.339700013399124,3.9760000705719
0.121894828,-1.08360004425049,0.331100016832352,8.00319957733154,0.98470002412796,0.335400015115738,4.18400001525879
0.13184242,-1.09220004081726,0.339700013399124,8.27379989624023,1.0793000459671,0.356900006532669,4.36800003051758
0.141893558,-1.19110000133514,0.331100016832352,8.47060012817383,1.14810001850128,0.361200004816055,4.55200004577637
0.151888179,-1.19539999961853,0.322500020265579,8.70839977264404,1.21259999275208,0.356900006532669,4.75200033187866
0.161894434,-1.17820000648499,0.348300009965897,8.97080039978027,1.27710008621216,0.391300022602081,4.96000003814697
0.171892782,-1.18680000305176,0.382700026035309,9.19219970703125,1.35450005531311,0.395600020885468,5.11200046539307
0.18189251,-1.15240001678467,0.365500003099442,9.38899993896484,1.42760002613068,0.430000007152557,5.29600048065186
0.191889928,-1.22549998760223,0.339700013399124,9.4709997177124,1.47490000724792,0.412800014019012,5.46400022506714
0.201894243,-1.19110000133514,0.356900006532669,9.5447998046875,1.49639999866486,0.447200000286102,5.68000030517578
0.211842234,-1.2039999961853,0.356900006532669,9.57760047912598,1.50499999523163,0.460100024938583,5.86400032043457
0.221894627,-1.19110000133514,0.339700013399124,9.60220050811768,1.53940010070801,0.451500028371811,6.12000036239624
0.231895093,-1.13950002193451,0.361200004816055,9.667799949646,1.58670008182526,0.455800026655197,6.39200019836426
0.241895601,-1.17820000648499,0.356900006532669,9.6923999786377,1.63830006122589,0.425700008869171,6.6080002784729
0.251880928,-1.13950002193451,0.361200004816055,9.76620006561279,1.67700004577637,0.425700008869171,6.83200025558472
0.261892965,-1.17820000648499,0.365500003099442,9.75800037384033,1.68990004062653,0.391300022602081,7.01600027084351
0.2716021,-1.16530001163483,0.365500003099442,9.77439975738525,1.728600025177,0.382700026035309,7.20000028610229
0.281897157,-1.13520002365112,0.378400027751923,9.80720043182373,1.78020000457764,0.378400027751923,7.33600044250488
0.291815726,-1.13520002365112,0.395600020885468,9.84819984436035,1.8189001083374,0.374099999666214,7.52000045776367
0.301895015,-1.10080003738403,0.365500003099442,9.87279987335205,1.83180010318756,0.356900006532669,7.72000026702881
0.311892479,-1.13520002365112,0.378400027751923,9.91380023956299,1.86190009117126,0.391300022602081,7.84000015258789
0.321898731,-1.11800003051758,0.369800001382828,9.98760032653809,1.89630007743835,0.374099999666214,8.03200054168701
0.331891621,-1.12230002880096,0.356900006532669,10.0614004135132,1.95220005512238,0.412800014019012,8.19200038909912
0.341898957,-1.13520002365112,0.365500003099442,10.1106004714966,2.02100014686584,0.378400027751923,8.3120002746582
