t_s,Fx_left,Fy_left,Fz_left,Fx_right,Fy_right,Fz_right
0.0039184029999999,-0.313900023698807,-0.331100016832352,-1.25460004806519,-0.0129000004380941,-0.0258000008761883,-0.0240000002086163
0.0139246829999999,-0.300999999046326,-0.318200021982193,-1.23000001907349,0.0258000008761883,-0.0258000008761883,-0.0160000007599592
0.0239246189999999,-0.309599995613098,-0.309599995613098,-1.20539999008179,-0.0386999994516373,-0.034400001168251,-0.0640000030398369
0.0339108839999999,-0.335400015115738,-0.305299997329712,-1.20539999008179,0.0215000007301569,-0.0215000007301569,-0.0320000015199184
0.0439191719999999,-0.348300009965897,-0.313900023698807,-1.21360003948212,-0.0215000007301569,-0.0473000034689903,-0.0480000004172325
0.0536563439999999,-0.322500020265579,-0.305299997329712,-1.16439998149872,-0.00860000029206276,-0.0301000010222197,-0.0480000004172325
0.0633074059999998,-0.318200021982193,-0.300999999046326,-1.18900001049042,0.00860000029206276,-0.034400001168251,-0.0480000004172325
0.0739154229999999,-0.326800018548965,-0.309599995613098,-1.16439998149872,-0.034400001168251,-0.034400001168251,-0.0480000004172325
0.0839192609999999,-0.322500020265579,-0.296700000762939,-1.13979995250702,0.0258000008761883,-0.0172000005841255,-0.0160000007599592
0.0939385059999999,-0.318200021982193,-0.270900011062622,-1.10699999332428,-0.0215000007301569,-0.0172000005841255,-0.0640000030398369
0.103265294,-0.318200021982193,-0.270900011062622,-1.13979995250702,0.0129000004380941,-0.0258000008761883,-0.0320000015199184
0.11391181,-0.288100004196167,-0.300999999046326,-1.14800000190735,-0.00860000029206276,-0.0172000005841255,-0.0560000017285347
0.123906641,-0.279500007629395,-0.300999999046326,-1.17260003089905,-0.0258000008761883,-0.0172000005841255,-0.0480000004172325
0.133645935,-0.318200021982193,-0.296700000762939,-1.16439998149872,0.0215000007301569,-0.00860000029206276,-0.0240000002086163
0.143878423,-0.331100016832352,-0.309599995613098,-1.16439998149872,-0.00430000014603138,0.00430000014603138,0.00800000037997961
0.153919517,-0.318200021982193,-0.300999999046326,-1.08239996433258,0.034400001168251,0.00860000029206276,0.0560000017285347
0.163319408,-0.292400002479553,-0.275200009346008,-1.09060001373291,0.0215000007301569,0.0172000005841255,0.112000003457069
0.173854285,-0.279500007629395,-0.240800008177757,-1.04960000514984,0.0559000000357628,0.0258000008761883,0.168000012636185
0.183880912,-0.283800005912781,-0.240800008177757,-1.02499997615814,0.0430000014603138,0.0258000008761883,0.19200000166893
0.193883956,-0.283800005912781,-0.197800010442734,-0.959399998188019,0.0645000040531158,0.0386999994516373,0.200000002980232
0.203853045,-0.296700000762939,-0.189200013875961,-0.951200008392334,0.0559000000357628,0.0258000008761883,0.19200000166893
0.213367816,-0.26230001449585,-0.184900000691414,-0.984000027179718,0.0386999994516373,0.0129000004380941,0.144000008702278
0.223857706,-0.24940000474453,-0.189200013875961,-0.967599987983704,0.0430000014603138,0.0215000007301569,0.112000003457069
0.233279372,-0.283800005912781,-0.189200013875961,-1.05780005455017,-0.00430000014603138,0.00860000029206276,0.0720000043511391
0.243861846,-0.318200021982193,-0.172000005841255,-1.07420003414154,0.0386999994516373,0.0301000010222197,0.0560000017285347
0.25385468,-0.335400015115738,-0.210700005292892,-1.13160002231598,-0.034400001168251,0.0172000005841255,0.0240000002086163
0.263248231,-0.313900023698807,-0.206400007009506,-1.13979995250702,-0.0129000004380941,0.0386999994516373,-0
0.273853249,-0.305299997329712,-0.215000003576279,-1.16439998149872,-0.0301000010222197,0.0258000008761883,-0.0160000007599592
0.283884668,-0.300999999046326,-0.210700005292892,-1.16439998149872,-0.0602000020444393,0.0258000008761883,-0.0560000017285347
0.293341255,-0.322500020265579,-0.215000003576279,-1.16439998149872,-0.0215000007301569,0.0386999994516373,-0.0400000028312206
0.303884105,-0.339700013399124,-0.215000003576279,-1.15620005130768,-0.0860000029206276,0.0430000014603138,-0.0400000028312206
0.313856722,-0.322500020265579,-0.223600000143051,-1.18900001049042,-0.0602000020444393,0.0516000017523766,-0.0400000028312206
0.323848454,-0.305299997329712,-0.24940000474453,-1.17260003089905,-0.111800000071526,0.0645000040531158,-0.0240000002086163
0.333854377,-0.309599995613098,-0.236500009894371,-1.18900001049042,-0.111800000071526,0.0860000029206276,-0.0240000002086163
0.343879929,-0.339700013399124,-0.215000003576279,-1.14800000190735,-0.0989000052213669,0.0989000052213669,0.00800000037997961
0.353879562,-0.326800018548965,-0.223600000143051,-1.08239996433258,-0.133300006389618,0.120400004088879,0.0880000069737434
