t_s,vx_filt,a,a_raw
0.000442422999999859,4.75100609967576e-12,1.82581452207599e-10,0
0.0108200019999999,6.64575954389485e-12,1.80860487191426e-10,0
0.0204153779999999,8.3633244716282e-12,1.31908549232595e-10,0
0.0308167449999999,9.2835009024019e-12,5.17028689015955e-12,0
0.0408476739999999,8.46896530377286e-12,-2.31402427767882e-10,0
0.0508520059999999,4.64729286603873e-12,-6.11047748643973e-10,0
0.0608137799999999,-3.73127881671405e-12,-1.15012127705507e-09,0
0.0708134869999999,-1.83108311535918e-11,-1.83721349123165e-09,0
0.0808071829999999,-4.04634285439454e-11,-2.61915854487634e-09,0
0.0908086359999999,-7.06812965130175e-11,-3.36036217784764e-09,0
0.100811442,-1.07684983883414e-10,-3.82959900559477e-09,0
0.110801426,-1.47245665216083e-10,-3.65585707877633e-09,0
0.120809759,-1.80795972651477e-10,-2.39044633333861e-09,0
0.130370878,-1.94025389994929e-10,7.48617360393363e-10,0
0.140802186,-1.6582929472288e-10,6.15794323556458e-09,0
0.150803516,-6.82023650380892e-11,1.48930986125143e-08,0
0.160805445,1.32081214135785e-10,2.7644553735184e-08,0
0.170233075,4.68919122788339e-10,4.18210442532008e-08,0
0.180798974,9.68231475222439e-10,5.84059186743395e-08,0
0.190181635,1.63403309581852e-09,7.30146693575066e-08,0
0.20079826,2.42847272989865e-09,7.82079996025107e-08,0
0.210793895,3.24607671770537e-09,7.28395449969941e-08,0
0.220783891,3.88421699841647e-09,3.84800943232634e-08,0
0.23076563,4.01459096430459e-09,-3.5977167256018e-08,0
0.240792918,3.16434888740729e-09,-1.64495561319556e-07,0
0.250792155,7.20316493149475e-10,-3.69738921067406e-07,0
0.26023716,-4.02494417064626e-09,-6.24069186842102e-07,0
0.27079323,-1.17617381180684e-08,-9.21851604089509e-07,0
0.280778005,-2.29605550832502e-08,-1.29206225194751e-06,0
0.290755823,-3.75546509843601e-08,-1.62120599658151e-06,0
0.300229527,-5.44954791922873e-08,-1.72549459799117e-06,0
0.310250424,-7.11924796998534e-08,-1.41923658117964e-06,0
0.320236515,-8.28901284411093e-08,-5.3208521926673e-07,0
0.330745855,-8.20977955974545e-08,1.20050115031449e-06,0
0.340742132,-5.82731116447009e-08,4.2028961958895e-06,0
0.350740258,1.93660471032733e-09,8.82539586756073e-06,0
0.360203357,1.13479903047969e-07,1.44133250812815e-05,0
0.370740477,2.90206262854149e-07,2.12118866938687e-05,0
0.380317985,5.40149113073288e-07,2.91557539805715e-05,0
0.390226271,8.58329278834245e-07,3.39871226751994e-05,0
0.400230031,1.2169022631895e-06,3.3879180814138e-05,0
0.410731917,1.55304376737895e-06,2.69676759391126e-05,0
0.420217702,1.7559232974951e-06,5.25709385302914e-06,0
0.430226122,1.65552663265414e-06,-3.69098203359958e-05,0
0.440211317,1.01796255997803e-06,-0.000105126666854855,0
0.450215436,-4.45883320880943e-07,-0.000198262762334921,0
0.460725355,-3.04920728054552e-06,-0.000330951270348878,0
0.470215008,-7.06476708071479e-06,-0.000490926394116937,0
0.480212165,-1.26157966466874e-05,-0.000622540411992123,0
0.490211943,-1.95136672341945e-05,-0.000721209301705002,0
0.500213049,-2.70406202298101e-05,-0.00069112075851927,0
0.510723178,-3.36894075255615e-05,-0.000492957452311775,0
0.520200537,-3.68936013924023e-05,4.48897750189096e-05,0
0.530225421,-3.28139562249274e-05,0.00102997566361737,0
0.540207165,-1.62872614413565e-05,0.00258767040892919,0
0.550213433,1.89084309607942e-05,0.0047774408516612,0
0.560209331,7.92719035287524e-05,0.00756300365393965,0
0.570197503,0.00017004802539138,0.0106845961111228,0
0.580186499,0.000292719875052798,0.0135597559245124,0
0.590206477,0.000441364829131293,0.0153708439647099,0.0498166738600893
0.600201634,0.000600369392070403,0.0153759475888092,0.049876615104539
0.610197558,0.000748746642830932,0.0134383251297467,0
0.620199762,0.000869110738120695,0.0101868837643934,0
0.630153971,0.000952040302416163,0.00626074797217244,0
0.64014052,0.000993954798332776,0.00209661893935993,0
0.6501116,0.000993883845362282,-0.00210765660551931,0
0.660132936,0.000951817650690086,-0.00625576029467423,0
0.670120969,0.000868710029250597,-0.0101911371508287,0
0.680119254,0.00074813434281201,-0.0134832388063601,0
0.690085654,0.000599521413701842,-0.0154015810498715,-0.0498849271459098
