t_s,vx_filt,a,a_raw
2.350006002,0.175741533584638,-0.0579383641818154,-0.0498441011279758
2.360014056,0.175156041806712,-0.0584811942937,0
2.370000109,0.174572254328442,-0.0578402853881979,-0.0996874720854448
2.380018352,0.173998987617082,-0.0564942157621795,-0.0498338847746451
2.390008509,0.173441895461786,-0.0548659717902319,-0.0498859687937609
2.400005862,0.172902353457265,-0.0531898372075351,-0.0498204364141012
2.41002231,0.172377364644692,-0.0520427749625264,0
2.420000514,0.171861776282775,-0.0513458887907853,-0.0998133881235083
2.430001221,0.171351529702325,-0.0508247249640116,-0.0497944038038425
2.440024479,0.170844063768961,-0.0506407334417628,0
2.450029726,0.170337271519383,-0.0506855015652672,-0.0997753702724307
2.460011152,0.169831029223335,-0.0505955902015626,-0.049953414801886
2.469989951,0.169327372154952,-0.0500705965080447,0
2.480017132,0.168829317871007,-0.0492212409591826,-0.0996393665683952
2.490003905,0.168342260502572,-0.0478458825927866,-0.0997274321681523
2.500013263,0.167872585334871,-0.0459624570517737,0
2.510024033,0.167422086229201,-0.0443440476551065,-0.0498724548935463
2.520006189,0.166986018071562,-0.0433159442498644,0
2.530016702,0.166556084893391,-0.0430807359954689,-0.0498584101228021
2.540004448,0.166124478355214,-0.0435540452541898,-0.0997250603592422
2.550013458,0.16568514527763,-0.0446630029310199,0
2.560006696,0.165231117894163,-0.0466474662525655,-0.0499150236793656
2.569989035,0.164753335223647,-0.0503450848658773,-0.0507726693919048
2.579644848,0.164242433465114,-0.0530572218900424,0
2.590010686,0.163691042043935,-0.0562596643783525,-0.0979271261871463
2.600008895,0.163096759015509,-0.0614411010365933,-0.0996890966687594
2.610014656,0.162461976102032,-0.065367425953909,-0.0498486565634634
2.620010768,0.161789288063242,-0.0691423207936834,-0.0498520858351851
2.630015452,0.161079074648871,-0.0728402273609744,-0.0498335485394122
2.640019303,0.160331861824682,-0.0763580266730016,-0.049883525469334
2.650003941,0.159552793072656,-0.0788504004515291,-0.0997500448902568
2.660010901,0.158755516316716,-0.0795037140320619,-0.149437375204394
