t_s,vx_raw,vx_filt
0.00997900899999993,0,-6.11764352531438e-11
0.0199931249999999,0,-8.8312386308786e-11
0.029981544,0,-1.17780400151282e-10
0.039987805,0,-1.45627790598679e-10
0.05000706,0,-1.65427930060625e-10
0.0599947199999999,0,-1.67759233754811e-10
0.069954439,0,-1.39886016915538e-10
0.0799986029999999,0,-6.58438684164918e-11
0.0899802559999999,0,7.28019996770716e-11
0.099993114,0,2.9519579567515e-10
0.109958454,0,6.18056307690822e-10
0.119986258,0,1.05079642625031e-09
0.129955737,0,1.58859503583083e-09
0.139992595,0,2.20329545621602e-09
0.149953252,0,2.83232865117099e-09
0.159994814,0,3.36637386221613e-09
0.169963401,0,3.63721050553984e-09
0.180002095,0,3.40820195599615e-09
0.189977029,0,2.37106975306654e-09
0.200000685,0,1.53997255140396e-10
0.20997483,0,-3.65250280207048e-09
0.219988781,0,-9.44436639669243e-09
0.229990412,0,-1.75192828985844e-08
0.239984373,0,-2.79510478683971e-08
0.249989322,0,-4.04179965185084e-08
0.260004845,0,-5.39857713783427e-08
0.269988126,0,-6.6853524694693e-08
0.280016383,0,-7.60860013552579e-08
0.289955229,0,-7.73724238860629e-08
0.300007225,0,-6.48768105875198e-08
0.309952467,0,-3.12724835396639e-08
0.320031565,0,3.19161662368779e-08
0.329957133,0,1.33513309922229e-07
0.34000973,0,2.81261911452162e-07
0.349986534,0,4.795930444115e-07
0.359973526,0,7.26454119690649e-07
0.370007123,0,1.00913584760676e-06
0.379951684,0,1.2991854774754e-06
0.389917452,0,1.54672891173544e-06
0.399985086,0,1.67486352037783e-06
0.409981625,0,1.57523579965447e-06
0.419985083,0,1.10647714820908e-06
0.429988253,0,9.7806001329291e-08
0.439997269,0,-1.63925179464951e-06
0.449904776,0,-4.28753624676268e-06
0.459996063,0,-7.98558053420077e-06
0.470000006,0,-1.27701342453148e-05
0.479990663,0,-1.84975603503081e-05
0.489987919,0,-2.47441598833587e-05
0.499984289,0,-3.06895163635999e-05
0.509982083,0,-3.49930549198898e-05
0.519959668,0,-3.5682473496479e-05
0.529957721,0,-3.00835794250537e-05
0.539995766,0,-1.4833987942408e-05
0.549905787,0,1.39629024850014e-05
0.559998347,0,6.03741712057758e-05
0.569992559,0,0.000127985305451203
0.580005259,0,0.000218880675568315
0.58995713,0,0.000332191503205768
0.59999873,0,0.000462182592977007
0.609959543,0.000997087452560663,0.000597234473233453
0.619999082,0.000997087452560663,0.000722489086040311
0.629961258,0.000997087452560663,0.000825058764342014
0.640006327,0.000997087452560663,0.000896785510695922
0.650005591,0.000997087452560663,0.000933475936941982
0.659963291,0.000997087452560663,0.000933428574288004
0.670007814,0.000997087452560663,0.000896675856461905
0.679960201,0.000997087452560663,0.000824984778451564
0.690007454,0.000997087452560663,0.000722615537886052
0.699981831,0.000997087452560663,0.000597792764040555
0.709985599,0,0.00046346563422893
0.719956019,0,0.000334538811109928
0.729991205,0,0.000222647644051159
0.739963202,0,0.00013348980178637
0.749991706,0,6.78135023774828e-05
0.759960566,0,2.32953074177392e-05
0.770010101,0,-4.04624013929152e-06
0.779956822,0,-1.88669426903644e-05
0.789990381,0,-2.58694330442455e-05
0.799968605,0,-2.94399826919173e-05
0.809994039,0,-3.3454012424856e-05
0.819957425,0,-4.11595915031536e-05
0.829990092,0,-5.50581914356067e-05
0.839990188,0,-7.67152580804628e-05
0.849947461,0,-0.000106449698649854
0.859948883,0,-0.00014287245782315
0.869986467,0,-0.000182272317621162
0.879985374,0,-0.000217884795076136
0.889953595,0,-0.000239130362202713
0.899987674,0.000997087452560663,-0.000229655076593981
0.909966958,0.000997087452560663,-0.000161782026800761
0.919986302,0.000997087452560663,1.09038039451546e-05
0.929960288,0.000997087452560663,0.000356901316339621
0.939998751,0.000997087452560663,0.000963734609068188
0.94980839,0.00199417490512133,0.00193102752176176
0.959957074,0.00299126212485135,0.00336320564241563
0.96999429,0.00398834981024265,0.00536243196687019
0.979953386,0.00697961216792464,0.00801964229475754
0.989992482,0.00897378660738468,0.0114042504710399
1,0.011965049430728,0.0155520270666622
1.009990226,0.0179475732147694,0.020449811565124
1.019953152,0.0249271839857101,0.0260270074703483
1.029992892,0.0319067984819412,0.0321647729249262
1.039991014,0.038886409252882,0.0387163945599383
1.049862183,0.0448689311742783,0.0455240081580979
1.059988513,0.0528456345200539,0.0524253660479808
1.069989898,0.0608223341405392,0.0592578726503644
1.079956969,0.0668048560619354,0.0658685492353944
1.089992599,0.0747815519571304,0.0721266712243168
1.099983818,0.0807640850543976,0.0779355897284385
1.109947906,0.0847524255514145,0.083243741123167
1.119982372,0.0877436921000481,0.0880449100317189
1.129991066,0.0917320400476456,0.0923609252661238
1.139990332,0.0967174768447876,0.096220283565591
1.149957161,0.100705832242966,0.0996509180495078
1.159950911,0.10170291364193,0.1026852671079
1.169990479,0.105691269040108,0.1053611828684
1.179956252,0.106688350439072,0.107715347464861
1.190009972,0.109679616987705,0.109777692418544
1.199988015,0.111673787236214,0.111570058431702
1.209952073,0.113667964935303,0.113109794748196
1.219987603,0.114665053784847,0.114416480052402
1.230005636,0.115662142634392,0.115516054753333
1.239993263,0.116659224033356,0.116440588811958
1.249953222,0.116659224033356,0.117225774961855
1.259985911,0.118653401732445,0.117908131625645
1.269987946,0.117656320333481,0.118523826326499
1.279947595,0.119650490581989,0.119108359684819
1.289993848,0.118653401732445,0.119695030302447
1.299959238,0.119650483131409,0.120311445873735
1.309992992,0.119650483131409,0.120973413156422
1.31995841,0.122641749680042,0.121680959706002
1.330003572,0.122641749680042,0.122424103395309
1.339985433,0.123638838529587,0.123194354004347
1.349835243,0.123638838529587,0.123990173997566
1.359986681,0.124635927379131,0.124813884221087
1.369998379,0.125633016228676,0.125666669959777
1.379975392,0.12663009762764,0.126546963227946
1.390004128,0.128624275326729,0.127453511352011
1.399984735,0.127627193927765,0.128390496498207
1.409990505,0.129621356725693,0.129368088341377
1.419970736,0.129621356725693,0.130397017497597
1.430002673,0.131615534424782,0.131483602175189
1.439988164,0.131615534424782,0.132627689821422
1.449905778,0.134606808423996,0.133822083910395
1.459992695,0.13560388982296,0.135056101219979
1.469997388,0.136600971221924,0.136323374128133
1.479993966,0.137598067522049,0.137626133093714
1.490002577,0.137598067522049,0.138970786611162
1.499988889,0.141586408019066,0.140360070404766
1.509985285,0.141586408019066,0.141792257582851
1.520001841,0.143580585718155,0.143267380223758
1.529946968,0.14457768201828,0.144789888905272
1.540003205,0.145574763417244,0.146365085334379
1.550001608,0.147568941116333,0.147993225721964
1.559994339,0.149563103914261,0.149665199177623
1.570002414,0.15155728161335,0.151363775516146
1.579985785,0.153551459312439,0.153069283986787
1.589986927,0.155545637011528,0.154766073244213
1.600005896,0.155545637011528,0.156446146177632
1.609983365,0.158536911010742,0.15810630804016
1.620010569,0.159533992409706,0.159742981286822
1.630004887,0.161528155207634,0.161351399673266
1.63998095,0.163522332906723,0.162927947694916
1.649959524,0.165516510605812,0.16447440344342
1.65999357,0.165516510605812,0.166002798549122
1.67000594,0.166513592004776,0.167532897970387
1.679994459,0.168507784605026,0.169080753720936
1.689994868,0.170501947402954,0.170649897914278
1.700002288,0.172496125102043,0.17223283697441
1.709988975,0.174490302801132,0.173818802338264
1.71999321,0.175487384200096,0.175401244007529
1.730004263,0.17648446559906,0.176979943323234
1.739987068,0.178478643298149,0.178556543084963
1.749948559,0.179475724697113,0.180128819086999
1.760004422,0.181469917297363,0.181687673073113
1.769979848,0.183464080095291,0.183216925971897
1.779953446,0.18545825779438,0.18469742401958
1.790002416,0.186455339193344,0.186114438429763
1.799988202,0.187452435493469,0.187462095295251
1.809951699,0.188449516892433,0.188741146342227
1.820002708,0.189446598291397,0.189952864405175
1.830003861,0.191440790891647,0.191094384398484
1.839985443,0.191440790891647,0.192158148272101
1.850002265,0.192437872290611,0.193131566328659
1.859982779,0.195429131388664,0.193995740190064
1.869989117,0.195429131388664,0.194731435371643
1.8800079,0.1944320499897,0.195328685977619
1.889989578,0.196426212787628,0.195785838393586
1.900006662,0.196426212787628,0.196103526969196
1.909987104,0.195429131388664,0.196284224650768
1.919988656,0.197423309087753,0.19633208781957
1.930005504,0.196426212787628,0.196253044692992
1.93995114,0.196426212787628,0.196058992475703
1.950002426,0.196426212787628,0.195770661314245
1.959983386,0.193434953689575,0.195414909090183
1.969946975,0.1944320499897,0.195014719222402
1.980002571,0.195429131388664,0.194579347421203
1.989992423,0.193434953689575,0.194107415806725
1.999951261,0.193434953689575,0.193594817633758
2.010004745,0.1944320499897,0.19303683391415
2.01999062,0.191440790891647,0.192431116678905
2.029948086,0.191440790891647,0.191778971059991
2.040014749,0.191440790891647,0.191079700076104
2.049981658,0.190443694591522,0.190328588581027
2.060005658,0.190443694591522,0.189522516544832
2.06998049,0.188449516892433,0.188665333834873
2.079984472,0.188449516892433,0.187769051577305
2.089992728,0.186455339193344,0.186852074124369
2.100003122,0.186455339193344,0.185936872346339
2.109992072,0.183464080095291,0.185046733597479
2.119955233,0.184461176395416,0.184199829451845
2.130005501,0.183464080095291,0.18340544356942
2.139971729,0.182466983795166,0.182667287330501
2.150009765,0.181469902396202,0.181987081576442
2.159999029,0.182466983795166,0.181364334033073
