cutoff_Hz,residual_rms
1,0.00381466746767675
2,0.00170408160288523
3,0.00107663586384282
4,0.000810071122943474
5,0.000686826613337105
6,0.000629964314335231
7,0.000601599490500366
8,0.000584674579810871
9,0.00057193911194367
10,0.00056035298516878
11,0.000548797762756912
12,0.000537068619959271
13,0.000525347758330498
14,0.000513906828732371
15,0.000502951054315018
16,0.000492560723649304
17,0.000482695995793775
18,0.000473235628527532
19,0.000464026170659223
20,0.000454925447745482
