trial,window_pct,mean_ax_mps2,std_ax_mps2,max_abs_ax_mps2
"Constant velocity 0.2 m/s",50,0.000148080634426486,0.0413432377672635,0.185588226921748
"Constant velocity 0.2 m/s",60,-2.11201588891636e-05,0.0414127936870526,0.185588226921748
"Constant velocity 0.2 m/s",40,1.75985172831463e-05,0.0410311120585946,0.185588226921748
"Admittance 1 (dv=20, dw=10)",50,-0.000149729302221216,0.0753575514129489,0.249787778832552
"Admittance 1 (dv=20, dw=10)",60,1.3276470999004e-05,0.0733047705738316,0.249787778832552
"Admittance 1 (dv=20, dw=10)",40,-0.000534214252024165,0.0745002927184344,0.249787778832552
"Admittance 2 (dv=200, dw=100)",50,-1.28372494635557e-05,0.0605004063286932,0.202305346145249
"Admittance 2 (dv=200, dw=100)",60,-9.26903247753013e-05,0.0598317420337244,0.202305346145249
"Admittance 2 (dv=200, dw=100)",40,0.000115925224927525,0.0582928215540508,0.199557046616273
